id,age,level,height,weight,waist,hip,income,bmi
1747,57,1,151,58,86,89,3,26
1748,61,2,157,69,92,94,2,28
1749,47,1,163,57,80,87,1,21
1750,59,1,159,54,78,84,3,22
1751,68,1,166,64,88,89,3,23
1752,63,1,146,57,91,96,4,27
1753,56,2,168,62,80,85,5,22
1754,57,1,147,49,80,84,3,23
1755,63,2,144,51,82,90,3,25
1756,44,3,175,79,87,95,5,26
1757,41,3,153,54,80,86,2,23
1758,49,1,156,62,89,94,4,26
1759,47,1,158,58,84,93,2,23
1760,65,3,158,62,90,94,4,25
1761,49,2,154,67,86,95,2,28
1762,45,3,167,70,82,90,3,25
1763,46,2,151,50,69,83,3,22
1764,56,1,145,55,92,93,3,26
1765,44,4,158,54,69,84,5,21
1766,47,3,171,66,79,89,4,22
1767,40,3,164,60,72,82,5,22
1768,62,3,163,67,87,91,5,25
1769,61,2,149,55,95,96,1,25
1770,40,1,155,75,98,99,4,31
1771,63,1,156,58,80,86,2,24
1772,40,3,161,51,72,85,4,20
1773,58,1,153,63,88,97,2,27
1774,50,2,167,75,83,94,3,27
1775,61,2,164,62,83,88,4,23
1776,61,1,171,56,70,81,2,19
1777,68,1,150,50,82,86,3,22
1778,43,2,160,58,78,89,5,23
1779,62,1,146,50,74,85,3,24
1780,49,3,159,68,89,92,4,27
1781,44,2,152,60,80,94,6,26
1782,58,3,163,82,94,94,3,31
1783,42,1,151,61,79,90,3,27
1784,52,1,156,81,106,106,4,33
1785,63,1,149,64,101,97,1,29
1786,66,3,164,63,85,89,8,23
1787,62,1,152,63,91,96,1,27
1788,64,1,152,71,100,103,1,31
1789,50,1,159,62,85,89,1,25
1790,44,2,156,57,85,92,5,24
1791,48,2,158,53,71,87,5,21
1792,48,3,169,65,78,89,5,23
1793,60,1,154,57,85,89,2,24
1794,64,1,162,54,80,84,3,20
1795,60,3,160,77,100,98,3,30
1796,59,1,155,59,95,92,3,25
1797,58,1,155,67,93,96,3,28
1798,55,1,150,54,84,86,3,24
1799,60,3,166,73,94,94,2,27
1800,46,3,169,60,75,88,3,21
1801,50,2,150,56,83,87,5,25
1802,62,2,158,61,88,88,5,25
1803,58,1,159,57,87,89,5,22
1804,49,1,163,78,94,98,3,29
1805,44,3,169,74,89,94,2,26
1806,53,1,163,76,95,93,2,29
1807,54,2,155,63,85,88,3,26
1808,65,1,164,60,82,88,2,22
1809,62,1,149,60,90,95,1,27
1810,60,2,174,56,74,86,1,19
1811,69,2,162,67,87,93,2,26
1812,57,2,152,52,82,91,2,22
1813,59,2,160,58,82,85,6,23
1814,51,1,145,46,79,83,1,22
1815,47,1,171,77,91,93,2,26
1816,47,1,150,60,86,87,2,27
1817,50,4,169,91,102,104,4,32
1818,47,1,150,65,95,96,3,29
1819,63,1,155,58,90,90,2,24
1820,61,1,155,45,75,82,3,19
1821,68,1,165,51,73,84,1,19
1822,65,1,147,69,106,104,1,32
1823,55,1,166,64,80,90,4,23
1824,51,1,160,65,93,96,4,25
1825,56,1,157,58,87,92,2,23
1826,58,1,153,52,83,89,3,22
1827,49,4,162,65,86,90,3,25
1828,47,2,158,63,88,90,2,25
1829,55,1,151,62,90,95,3,27
1830,62,1,147,46,83,91,5,22
1831,58,1,155,51,81,84,1,21
1832,58,1,152,66,99,99,1,29
1833,48,1,156,75,94,97,1,31
1834,45,2,159,61,76,91,4,24
1835,58,1,145,60,94,94,4,29
1836,61,1,164,57,77,84,2,21
1837,59,1,151,53,72,90,4,23
1838,65,1,167,68,87,91,1,24
1839,60,2,165,58,76,85,2,21
1840,46,2,148,59,80,99,6,27
1841,62,1,155,69,99,103,3,29
1842,50,1,154,76,99,99,2,32
1843,64,1,149,66,97,99,3,30
1844,64,1,152,54,88,91,1,23
1845,46,3,167,65,81,93,1,23
1846,69,1,150,84,118,118,2,37
1847,61,1,163,54,72,85,3,20
1848,57,1,153,60,86,94,1,26
1849,64,1,167,61,78,87,5,22
1850,61,2,160,59,86,90,1,23
1851,48,3,170,62,78,93,5,22
1852,46,2,149,50,75,80,3,23
1853,69,1,149,54,91,96,2,24
1854,58,2,162,57,79,88,3,22
1855,56,2,174,67,97,100,5,26
1856,51,1,154,61,82,91,1,26
1857,48,1,151,57,84,88,1,25
1858,58,2,180,63,83,87,1,19
1859,61,2,163,63,88,90,4,24
1860,61,1,155,53,86,86,4,22
1861,45,1,167,85,99,100,5,31
1862,50,3,172,84,94,96,5,28
1863,43,2,170,59,80,85,3,20
1864,61,1,166,70,85,90,3,25
1865,44,3,174,85,94,101,3,28
1866,41,3,155,67,80,90,3,28
1867,41,1,160,64,82,90,3,25
1868,57,1,147,53,89,87,1,25
1869,69,1,159,57,76,84,1,23
1870,45,4,167,58,75,85,4,21
1871,43,3,159,54,80,87,4,21
1872,62,2,168,55,72,82,2,20
1873,61,1,146,57,93,93,1,27
1874,42,1,164,62,80,90,5,23
1875,44,3,177,84,91,97,2,27
1876,59,1,164,57,75,80,1,21
1877,55,3,164,68,88,92,5,25
1878,54,3,160,61,84,89,3,24
1879,52,2,150,56,94,92,2,25
1880,62,1,166,66,82,91,2,24
1881,62,1,147,54,86,89,1,25
1882,62,1,162,73,103,102,1,28
1883,63,1,150,53,77,90,1,23
1884,67,1,145,49,85,86,3,24
1885,44,2,160,48,69,81,3,19
1886,65,1,153,73,102,104,2,31
1887,47,4,171,74,83,93,6,25
1888,43,3,157,55,76,86,5,22
1889,49,4,172,66,84,90,4,22
1890,60,1,170,56,74,86,5,19
1891,63,1,152,61,89,92,4,26
1892,63,1,146,52,79,84,1,24
1893,69,1,148,48,71,84,2,22
1894,53,2,155,71,96,96,1,30
1895,57,2,168,70,87,90,2,25
1896,48,1,166,74,90,96,3,27
1897,46,2,151,65,91,96,3,29
1898,45,1,165,64,82,95,4,24
1899,65,5,170,69,86,90,2,24
1900,65,2,149,52,90,92,2,24
1901,41,3,168,61,76,85,7,21
1902,55,1,149,58,93,93,2,26
1903,65,1,149,78,109,105,1,36
1904,47,3,154,66,90,95,3,28
1905,68,2,137,41,73,82,1,22
1906,66,1,149,48,78,86,1,21
1907,59,1,155,49,68,85,3,21
1908,69,1,167,65,86,91,2,24
1909,49,3,155,47,69,86,7,20
1910,69,1,147,49,82,86,5,23
1911,57,3,164,60,78,87,3,22
1912,49,2,146,42,65,80,3,20
1913,46,3,161,56,76,85,3,22
1914,46,3,177,66,82,89,3,21
1915,58,2,150,61,88,92,3,27
1916,63,2,155,53,87,87,5,22
1917,53,1,156,55,71,84,5,22
1918,55,2,145,50,81,86,3,24
1919,52,2,173,80,91,97,6,27
1920,54,2,155,65,88,88,4,27
1921,43,2,157,57,83,89,3,23
1922,48,2,171,55,72,83,5,19
1923,40,3,157,52,69,86,5,21
1924,61,2,173,71,87,91,4,24
1925,40,1,149,53,83,84,4,24
1926,40,6,176,96,99,100,4,31
1927,42,2,165,55,75,80,2,20
1928,55,1,155,62,83,91,1,26
1929,61,1,162,62,81,86,2,24
1930,65,2,166,60,79,84,2,22
1931,64,2,160,64,96,95,2,25
1932,50,1,166,63,79,89,2,23
1933,52,2,149,50,71,84,1,23
1934,41,1,157,76,93,100,5,31
1935,67,1,155,53,85,89,1,22
1936,61,1,151,55,84,89,2,24
1937,50,1,142,48,81,88,2,24
1938,40,1,149,62,82,94,3,28
1939,66,1,156,56,87,86,1,23
1940,45,3,168,66,83,86,4,23
1941,41,3,171,55,67,86,5,19
1942,69,1,159,60,79,85,1,24
1943,65,2,147,56,90,99,2,26
1944,62,1,163,66,88,85,4,25
1945,45,4,163,63,85,92,5,24
1946,47,2,161,68,90,92,4,26
1947,42,3,157,66,85,95,2,27
1948,42,5,167,71,91,95,8,25
1949,44,3,151,56,95,92,6,25
1950,51,3,173,67,83,90,7,22
1951,63,5,162,81,93,97,6,31
1952,60,5,159,66,82,93,6,26
1953,51,1,158,60,86,90,2,24
1954,48,1,157,67,86,90,2,27
1955,47,1,155,57,83,92,2,24
1956,66,1,145,58,90,91,1,28
1957,51,3,169,72,84,89,4,25
1958,55,1,160,74,95,99,2,29
1959,45,4,162,58,77,84,1,22
1960,43,3,155,45,57,82,1,19
1961,45,2,169,66,81,90,6,23
1962,61,1,150,58,83,91,4,26
1963,65,1,148,57,91,91,3,26
1964,42,3,152,57,83,85,6,25
1965,56,3,154,60,86,88,5,25
1966,54,1,150,54,86,86,3,24
1967,69,1,163,58,76,86,2,22
1968,65,1,167,60,77,87,8,22
1969,49,4,177,84,90,98,6,27
1970,54,2,169,69,88,89,5,24
1971,51,2,156,54,80,87,5,22
1972,59,2,166,54,76,82,2,20
1973,58,1,144,41,69,79,1,20
1974,49,3,167,63,80,86,3,23
1975,45,3,166,66,80,92,1,24
1976,68,1,153,37,60,73,1,16
1977,62,1,142,43,77,81,3,21
1978,51,1,145,43,66,80,2,20
1979,43,3,168,71,89,90,5,25
1980,62,1,148,60,94,96,4,28
1981,45,1,146,50,69,84,2,23
1982,48,1,149,60,90,92,3,27
1983,65,1,160,68,98,97,1,27
1984,50,1,171,68,77,89,1,23
1985,57,1,152,54,77,84,3,23
1986,50,4,170,72,89,95,4,25
1987,54,1,147,66,92,91,2,31
1988,43,3,154,63,84,93,4,26
1989,50,2,156,54,81,84,2,22
1990,46,2,162,65,88,90,2,23
1991,48,3,169,70,85,92,6,24
1992,44,3,157,55,76,87,6,22
1993,40,3,167,75,89,94,5,27
1994,69,1,160,51,76,83,1,20
1995,66,1,147,46,79,84,1,21
1996,50,1,157,65,89,96,5,26
1997,51,1,156,64,84,95,3,26
1998,62,1,152,62,90,91,1,27
1999,61,1,150,51,82,85,1,23
2000,65,1,163,68,94,92,4,26
2001,45,1,162,69,90,95,2,26
2002,40,2,148,52,74,85,5,24
2003,67,1,149,59,87,85,1,27
2004,63,1,151,72,103,106,1,31
2005,44,2,173,69,74,89,1,23
2006,43,2,150,55,78,90,1,25
2007,66,3,164,71,90,92,2,26
2008,45,2,160,69,87,89,2,27
2009,48,2,153,72,98,98,2,31
2010,67,2,166,64,83,87,1,23
2011,48,3,165,71,85,89,6,26
2012,42,1,154,63,84,93,5,26
2013,56,2,174,79,89,95,2,26
2014,46,1,161,64,83,89,2,25
2015,41,3,167,81,96,95,4,29
2016,41,3,154,53,76,83,4,22
2017,68,1,170,59,79,88,2,20
2018,61,1,157,50,84,86,2,20
2019,67,5,162,77,101,104,6,30
2020,66,6,161,62,85,88,6,24
2021,60,5,163,75,106,106,7,28
2022,50,2,169,78,102,101,3,27
2023,43,3,174,87,95,100,4,29
2024,69,1,160,59,77,90,2,23
2025,63,1,151,54,85,89,2,24
2026,65,1,149,41,64,77,4,18
2027,53,1,145,59,84,92,3,28
2028,58,3,154,53,81,86,5,22
2029,55,2,167,66,85,89,1,24
2030,48,3,150,52,88,89,3,23
2031,44,2,151,62,95,97,3,27
2032,41,2,165,67,85,92,4,25
2033,52,3,166,81,97,96,3,30
2034,49,3,153,51,74,87,7,22
2035,68,2,160,63,90,92,1,25
2036,50,2,164,71,85,88,3,27
2037,58,2,151,60,91,94,5,26
2038,48,3,163,70,87,97,5,26
2039,64,1,164,74,96,95,2,27
2040,59,1,150,54,85,88,3,24
2041,58,1,158,65,98,97,2,26
2042,61,1,154,57,87,90,1,24
2043,69,1,141,54,85,93,1,27
2044,56,1,154,72,97,96,2,31
2045,42,3,158,65,84,94,7,26
2046,67,1,162,69,91,94,2,26
2047,57,3,161,69,89,88,2,27
2048,53,2,160,53,75,80,2,21
2049,45,3,170,67,78,88,4,23
2050,44,1,159,63,84,94,3,25
2051,48,3,165,74,94,99,5,27
2052,55,1,165,47,69,76,3,17
2053,47,3,158,52,73,83,5,21
2054,46,1,165,77,91,97,3,28
2055,40,5,166,87,94,96,4,32
2056,50,2,166,72,92,92,5,26
2057,48,3,167,71,81,93,3,25
2058,60,1,153,73,93,99,1,31
2059,61,1,154,55,83,85,5,23
2060,68,1,146,53,86,91,1,25
2061,60,1,148,67,95,97,2,30
2062,47,1,159,66,86,91,4,26
2063,62,5,169,64,81,88,3,22
2064,47,3,169,68,80,90,8,24
2065,42,2,155,59,84,89,2,24
2066,51,2,156,50,70,78,3,21
2067,42,2,164,66,79,90,2,25
2068,46,2,157,53,75,85,1,21
2069,56,1,144,54,82,88,1,26
2070,41,2,161,54,69,85,3,21
2071,44,1,156,74,88,96,2,30
2072,58,1,152,71,94,100,1,31
2073,69,1,166,62,78,88,1,23
2074,46,1,161,62,84,85,3,24
2075,69,1,152,51,87,84,1,22
2076,57,1,157,68,94,95,2,28
2077,59,2,152,60,96,97,2,26
2078,69,1,150,61,94,103,1,27
2079,65,1,150,50,73,87,1,22
2080,55,3,148,74,108,108,2,34
2081,59,3,169,67,83,86,2,24
2082,67,3,156,49,69,80,1,20
2083,61,3,169,62,76,86,2,22
2084,58,2,167,71,89,92,3,26
2085,48,2,158,69,85,94,1,28
2086,61,3,167,74,91,95,1,26
2087,66,5,167,52,76,77,2,19
2088,56,1,160,58,87,86,2,23
2089,62,1,155,48,79,82,1,20
2090,43,3,159,45,66,74,5,18
2091,56,1,160,57,74,85,2,22
2092,66,1,151,57,90,90,1,25
2093,65,1,159,77,100,99,6,30
2094,52,1,145,42,75,80,3,20
2095,58,2,165,65,85,87,5,24
2096,50,2,167,58,79,86,3,21
2097,59,1,153,42,70,77,3,18
2098,50,2,155,73,89,95,5,31
2099,48,2,157,61,86,91,6,25
2100,45,1,152,62,88,95,1,27
2101,52,1,142,62,93,97,1,31
2102,60,2,152,59,93,92,5,25
2103,45,2,163,63,79,90,3,24
2104,44,3,179,62,74,87,3,20
2105,43,3,168,75,89,89,2,27
2106,55,1,166,70,85,89,2,25
2107,48,2,151,56,80,85,1,25
2108,67,1,159,53,80,88,4,21
2109,44,2,152,50,80,85,2,22
2110,46,3,163,58,75,88,1,22
2111,55,1,164,56,77,84,1,21
2112,68,1,172,60,78,87,1,20
2113,54,3,172,64,82,90,3,22
2114,53,1,154,57,88,89,2,24
2115,64,2,164,49,71,80,2,18
2116,67,3,165,64,85,91,2,23
2117,66,1,160,63,84,90,1,25
2118,43,3,169,78,88,95,5,27
2119,55,1,169,80,96,99,5,28
2120,50,5,174,78,89,96,5,26
2121,62,1,154,47,68,78,3,20
2122,47,1,155,59,82,90,4,25
2123,61,2,166,55,75,84,2,20
2124,49,2,166,74,95,92,3,27
2125,62,2,177,69,83,87,4,22
2126,61,1,149,57,95,93,1,26
2127,67,1,149,52,81,86,4,24
2128,43,1,154,61,83,94,7,26
2129,42,3,157,52,74,82,6,21
2130,46,2,165,86,100,101,4,32
2131,46,3,155,55,76,87,4,23
2132,61,1,150,57,89,91,1,26
2133,53,3,168,66,77,87,2,23
2134,52,3,161,78,98,104,2,30
2135,55,1,159,72,93,93,3,28
2136,64,1,152,56,86,89,2,24
2137,61,2,168,69,86,92,1,24
2138,59,1,153,62,97,96,1,27
2139,62,2,161,68,89,86,3,26
2140,55,1,161,62,80,85,1,24
2141,47,1,144,71,100,106,3,34
2142,64,1,151,64,104,103,1,28
2143,60,1,158,61,90,94,1,25
2144,69,1,142,49,86,85,1,24
2145,44,3,164,67,87,90,2,25
2146,60,1,168,69,93,95,3,24
2147,59,1,164,68,97,97,3,25
2148,64,2,163,67,91,91,4,25
2149,60,1,155,64,90,94,1,27
2150,63,3,169,68,82,87,3,24
2151,64,5,147,55,92,92,1,26
2152,41,3,158,77,98,101,4,31
2153,50,2,164,67,86,88,3,25
2154,46,1,155,57,79,88,2,24
2155,61,3,159,64,88,92,2,26
2156,48,1,152,50,71,84,6,22
2157,61,1,153,71,99,96,1,31
2158,64,3,173,60,78,86,1,20
2159,47,1,155,54,80,86,2,22
2160,48,3,178,62,72,87,3,19
2161,49,3,167,58,78,83,3,21
2162,65,1,151,50,80,84,1,22
2163,59,3,162,70,91,91,3,27
2164,65,1,169,72,88,89,3,25
2165,66,1,169,53,76,82,1,18
2166,51,5,166,69,85,88,4,25
2167,50,2,153,65,94,94,5,28
2168,59,2,163,67,89,94,1,25
2169,57,1,143,69,103,100,1,34
2170,69,1,158,56,80,85,1,22
2171,67,1,158,50,80,88,2,20
2172,58,1,153,72,105,101,1,31
2173,66,1,149,38,78,80,1,17
2174,51,3,143,33,67,74,1,16
2175,67,1,145,53,90,91,2,25
2176,40,3,170,63,82,87,4,22
2177,63,2,168,80,98,94,3,28
2178,54,1,166,59,76,84,4,22
2179,49,1,155,58,83,91,4,24
2180,51,2,163,49,76,82,1,19
2181,49,1,155,49,75,82,2,20
2182,45,2,168,69,89,92,2,24
2183,60,1,164,65,85,89,3,24
2184,47,2,154,53,80,86,2,23
2185,68,1,151,48,72,82,1,21
2186,55,3,168,68,84,90,3,24
2187,53,1,161,61,83,85,2,24
2188,52,3,165,77,96,93,3,28
2189,42,3,167,59,78,86,5,21
2190,40,3,159,63,85,94,4,25
2191,45,3,167,70,84,91,4,25
2192,47,2,151,50,71,82,3,22
2193,41,3,164,62,84,91,3,23
2194,49,2,168,74,87,88,3,26
2195,48,3,174,89,103,101,4,29
2196,50,2,162,50,67,81,5,19
2197,44,2,147,57,75,88,2,26
2198,51,2,165,66,86,92,4,24
2199,64,1,155,55,76,83,3,23
2200,60,1,153,59,93,90,3,25
2201,49,1,158,66,89,96,1,26
2202,54,1,171,76,81,91,2,26
2203,67,1,167,64,88,87,2,23
2204,66,1,166,50,75,80,2,18
2205,68,1,166,65,86,87,2,24
2206,67,1,170,66,76,93,3,23
2207,58,1,151,46,74,83,2,20
2208,62,2,157,56,79,92,2,23
2209,58,1,153,57,87,92,3,24
2210,68,1,154,60,82,84,3,25
2211,49,1,160,70,96,95,4,27
2212,66,1,151,49,79,84,4,22
2213,61,1,159,66,96,93,1,26
2214,62,1,152,61,87,90,1,27
2215,59,1,151,53,71,85,1,23
2216,50,5,169,70,88,92,6,25
2217,54,2,168,65,91,89,3,23
2218,51,1,157,68,93,92,5,27
2219,44,3,169,55,72,82,5,19
2220,43,3,154,48,72,84,5,20
2221,63,3,171,69,80,91,5,24
2222,64,2,173,73,93,92,2,25
2223,62,2,149,61,93,94,5,28
2224,52,1,153,56,75,87,3,24
2225,58,1,158,76,94,102,3,30
2226,40,3,174,70,83,92,4,23
2227,40,2,156,66,78,91,3,27
2228,63,5,170,76,89,92,5,26
2229,52,5,175,91,99,102,5,30
2230,61,3,153,64,85,89,5,27
2231,50,1,156,57,76,88,3,23
2232,43,3,180,74,84,94,6,23
2233,46,2,158,67,85,97,8,27
2234,50,2,177,97,99,106,8,31
2235,63,1,153,52,76,85,6,22
2236,39,2,151,57,83,88,6,25
2237,40,2,146,54,83,88,2,25
2238,44,1,153,60,84,82,5,26
2239,52,1,173,73,89,91,2,25
2240,57,1,159,59,82,83,1,23
2241,57,2,161,64,82,89,5,25
2242,45,3,154,55,73,84,8,23
2243,44,2,170,68,83,90,3,24
2244,42,2,161,53,73,85,4,20
2245,50,1,147,67,84,94,5,31
2246,50,1,161,65,88,95,3,25
2247,60,1,143,46,75,82,2,23
2248,65,4,169,71,94,90,2,25
2249,42,1,147,49,75,80,5,23
2250,57,6,163,68,89,96,3,26
2251,45,3,150,49,71,84,5,22
2252,66,1,165,52,76,83,4,19
2253,43,2,176,72,84,92,6,23
2254,67,1,149,68,99,99,3,30
2255,43,3,151,53,78,86,2,23
2256,52,6,166,60,72,87,6,22
2257,46,1,160,66,79,94,3,26
2258,48,2,175,67,78,86,3,22
2259,44,2,162,80,92,97,2,30
2260,47,3,174,75,89,93,3,25
2261,44,3,163,63,79,85,4,24
2262,55,5,177,68,82,88,5,22
2263,51,3,176,74,89,93,5,24
2264,61,1,142,54,83,87,1,27
2265,64,1,157,54,77,85,1,22
2266,44,2,159,57,77,87,5,23
2267,54,1,159,69,85,94,2,27
2268,62,2,163,65,79,89,2,24
2269,49,1,163,63,87,87,3,24
2270,52,1,155,56,80,86,2,23
2271,56,1,169,71,86,88,2,25
2272,54,2,173,83,92,95,3,28
2273,45,3,163,65,85,85,3,25
2274,51,3,170,77,91,92,7,27
2275,48,3,163,73,91,92,4,27
2276,43,3,155,50,67,87,1,21
2277,45,3,158,75,99,101,3,30
2278,56,1,157,77,101,103,1,31
2279,68,1,151,44,75,80,1,19
2280,67,1,169,77,96,98,8,27
2281,65,1,150,52,85,89,1,23
2282,68,1,164,57,77,86,2,21
2283,66,1,146,59,100,101,2,28
2284,61,2,167,73,88,94,1,26
2285,61,1,150,52,77,89,1,23
2286,65,1,164,69,85,92,2,26
2287,42,3,171,73,87,94,3,25
2288,41,2,162,62,78,89,3,24
2289,69,1,147,51,86,89,1,24
2290,46,2,156,46,66,79,3,19
2291,44,2,164,64,81,85,3,24
2292,66,1,140,40,70,81,3,20
2293,43,4,164,70,87,89,6,26
2294,50,3,169,83,92,100,6,29
2295,48,2,157,67,86,92,5,27
2296,49,1,165,55,75,82,6,20
2297,68,1,147,52,80,84,1,24
2298,65,1,143,48,77,84,3,24
2299,53,1,164,60,75,90,3,23
2300,65,1,148,51,97,99,1,27
2301,67,1,145,53,87,92,1,25
2302,47,3,151,48,69,80,1,21
2303,66,2,168,62,85,90,1,22
2304,60,2,166,70,85,93,2,26
2305,47,2,173,65,84,89,2,22
2306,66,1,159,44,68,77,1,17
2307,51,3,169,64,79,85,2,22
2308,45,3,161,54,70,84,3,21
2309,44,3,166,70,84,89,2,25
2310,61,2,153,63,96,97,1,29
2311,64,2,158,58,81,85,1,23
2312,48,3,172,65,84,90,7,23
2313,67,1,148,45,80,84,1,22
2314,48,2,157,78,100,110,2,32
2315,55,1,165,68,87,89,2,25
2316,53,3,169,60,78,86,2,21
2317,44,1,160,70,81,101,1,27
2318,49,1,157,53,77,82,1,21
2319,59,1,150,69,94,99,4,31
2320,62,2,156,55,81,88,2,23
2321,64,1,163,70,90,92,2,26
2322,65,1,151,50,81,85,1,22
2323,67,1,159,50,75,84,1,20
2324,59,1,156,68,96,97,1,28
2325,61,1,165,57,78,88,2,21
2326,50,2,172,68,83,87,3,23
2327,43,2,159,53,74,86,1,21
2328,42,4,166,63,79,89,3,23
2329,51,1,157,60,88,91,2,24
2330,60,1,158,64,88,95,2,26
2331,62,1,151,54,82,93,4,24
2332,51,1,167,62,77,87,4,22
2333,67,1,158,66,91,90,4,27
2334,69,1,165,58,80,86,1,22
2335,46,1,146,47,75,83,5,22
2336,46,2,151,54,76,83,4,23
2337,56,1,150,58,87,94,2,26
2338,60,1,147,65,99,97,1,30
2339,61,1,150,70,96,104,1,31
2340,64,1,167,70,92,97,5,25
2341,53,2,158,66,97,95,1,26
2342,53,1,169,59,81,80,3,21
2343,57,2,150,37,66,77,1,16
2344,53,1,150,66,93,96,1,29
2345,60,1,161,68,90,91,3,26
2346,49,2,147,60,89,92,1,28
2347,61,1,159,46,69,81,4,18
2348,51,1,140,61,96,99,1,31
2349,46,2,171,77,92,95,5,26
2350,51,3,165,67,84,91,5,25
2351,41,1,161,52,74,83,1,20
2352,69,1,151,51,78,88,5,22
2353,45,3,149,48,74,83,6,22
2354,59,1,143,54,92,91,1,26
2355,40,2,142,41,56,75,1,20
2356,46,1,172,63,78,86,1,21
2357,47,2,177,85,94,97,4,27
2358,46,1,154,57,81,88,5,24
2359,59,1,155,67,98,105,2,28
2360,62,1,158,65,87,88,3,26
2361,66,1,148,46,78,84,3,21
2362,59,3,170,78,95,98,3,27
2363,51,4,169,73,83,89,1,25
2364,55,1,166,69,82,93,2,25
2365,43,2,154,71,89,94,1,30
2366,58,1,154,74,102,103,1,31
2367,55,3,166,74,92,96,3,27
2368,39,2,157,65,80,91,4,26
2369,46,2,165,70,92,90,3,26
2370,43,3,162,70,84,95,4,27
2371,67,1,169,45,63,76,1,16
2372,57,1,141,59,101,98,2,30
2373,57,3,172,79,96,93,1,27
2374,47,1,150,57,80,90,3,25
2375,63,1,148,70,101,99,1,32
2376,69,1,140,44,73,82,1,22
2377,51,1,161,71,92,99,3,28
2378,69,1,165,48,66,80,1,18
2379,69,1,157,46,70,81,1,19
2380,68,1,167,63,81,91,1,22
2381,49,3,163,63,80,90,5,24
2382,65,1,143,59,93,89,1,29
2383,69,1,146,54,93,91,1,25
2384,61,5,167,62,85,87,4,22
2385,51,1,160,66,84,96,3,26
2386,55,2,170,76,86,96,3,26
2387,65,1,169,75,90,94,1,26
2388,53,1,160,70,91,91,1,27
2389,41,3,157,78,91,106,6,32
2390,55,1,145,41,71,78,1,19
2391,49,3,175,75,89,96,5,25
2392,63,1,148,59,83,92,1,27
2393,68,1,151,51,80,87,4,22
2394,47,2,172,74,81,94,4,25
2395,66,1,158,42,77,82,1,17
2396,68,3,155,48,75,81,4,20
2397,65,2,169,73,90,93,3,26
2398,68,1,156,54,79,86,1,22
2399,67,1,159,54,84,87,1,21
2400,44,2,151,58,76,88,6,26
2401,45,2,156,54,77,87,3,22
2402,50,1,166,69,83,90,3,25
2403,58,3,155,52,70,83,2,22
2404,49,5,172,66,77,87,5,22
2405,53,4,159,65,89,91,4,26
2406,52,2,150,55,82,87,3,25
2407,65,1,149,65,93,96,4,29
2408,68,1,145,60,96,97,1,28
2409,43,2,155,66,88,92,3,28
2410,45,3,166,76,90,95,8,28
2411,64,2,170,67,84,91,5,23
2412,42,3,151,55,82,90,2,24
2413,62,2,165,75,87,93,2,27
2414,60,1,152,60,96,97,3,26
2415,56,5,175,90,97,103,4,29
2416,67,1,155,55,86,89,1,23
2417,69,1,150,47,81,83,1,21
2418,62,1,164,65,84,92,3,24
2419,41,1,181,80,87,98,3,25
2420,45,4,165,79,95,94,5,29
2421,48,1,159,58,81,84,3,23
2422,43,2,156,57,80,88,3,24
2423,68,1,148,49,80,83,2,22
2424,66,1,153,46,70,78,2,20
2425,60,1,148,61,98,98,1,28
2426,47,2,160,76,93,95,3,30
2427,65,1,158,54,79,82,1,22
2428,60,6,161,63,88,92,1,25
2429,52,1,154,64,91,91,1,27
2430,63,1,154,55,83,91,1,23
2431,62,1,157,59,86,88,3,24
2432,54,2,158,53,76,87,1,21
2433,62,1,154,65,92,94,3,28
2434,64,2,150,65,91,98,1,29
2435,61,1,159,48,74,82,1,19
2436,67,1,146,49,80,89,3,23
2437,47,1,152,70,89,93,3,30
2438,65,1,168,60,79,86,1,21
2439,58,2,175,76,89,92,1,25
2440,67,2,163,69,88,91,8,26
2441,66,1,165,53,72,84,1,19
2442,63,1,152,40,66,75,1,17
2443,65,1,166,50,70,79,1,18
2444,46,1,155,55,81,85,4,23
2445,65,1,144,45,79,79,2,22
2446,48,2,160,69,88,93,4,27
2447,55,5,159,67,89,93,3,26
2448,62,5,169,68,85,93,3,24
2449,41,5,173,77,93,91,2,26
2450,64,1,162,81,102,102,1,31
2451,60,1,150,76,107,107,1,34
2452,54,3,170,67,81,89,5,23
2453,59,1,150,58,92,88,1,26
2454,57,1,148,66,101,94,2,30
2455,68,2,144,52,81,84,1,25
2456,62,3,155,53,78,89,1,22
2457,66,1,149,50,81,85,1,22
2458,42,5,170,68,76,90,4,24
2459,67,1,149,51,86,85,1,23
2460,51,2,159,67,85,92,3,27
2461,43,2,164,75,91,92,3,28
2462,65,2,162,64,87,88,1,24
2463,61,1,145,47,71,83,2,22
2464,49,3,170,81,92,95,3,28
2465,61,1,163,55,78,83,3,21
2466,50,1,147,55,85,90,2,26
2467,60,1,147,54,85,87,3,25
2468,63,1,149,42,72,80,1,19
2469,49,1,148,63,93,91,2,29
2470,46,1,150,52,82,88,2,23
2471,48,2,165,73,89,91,3,27
2472,41,3,173,61,71,89,7,20
2473,46,1,148,56,85,87,1,26
2474,47,2,166,76,91,93,5,28
2475,46,2,154,60,85,92,4,25
2476,69,2,158,54,82,88,4,22
2477,68,1,159,58,85,86,1,23
2478,43,2,169,61,79,86,5,21
2479,42,2,155,65,85,95,3,27
2480,56,2,173,66,80,90,2,22
2481,57,1,153,61,91,90,1,26
