id,age,level,height,weight,waist,hip,income,bmi
5769,60,3,144,50,75,87,1,24
5770,67,1,148,56,80,93,3,25
5771,63,1,164,76,92,101,1,28
5772,64,1,147,53,86,97,2,24
5773,44,3,154,56,77,91,5,24
5774,41,3,164,57,72,93,4,21
5775,65,1,148,60,91,94,1,27
5776,69,1,149,61,93,94,1,28
5777,67,1,157,49,72,93,2,20
5778,63,1,161,63,80,99,5,24
5779,45,3,169,88,91,108,7,31
5780,67,1,142,47,80,91,1,23
5781,65,1,157,57,80,95,1,23
5782,67,1,154,38,64,86,2,16
5783,64,1,151,62,86,97,2,27
5784,45,5,167,69,81,94,6,25
5785,43,2,150,70,88,97,5,31
5786,45,3,148,48,71,91,5,22
5787,45,5,162,64,79,100,7,25
5788,63,2,159,58,76,94,5,23
5789,45,2,145,55,74,94,5,26
5790,45,1,159,61,72,97,2,24
5791,53,3,154,60,76,93,4,25
5792,54,1,157,54,73,90,4,22
5793,52,1,157,66,81,100,4,27
5794,51,3,167,63,74,98,5,22
5795,52,2,160,61,77,97,4,24
5796,48,1,150,65,84,95,5,29
5797,50,3,156,60,76,99,7,25
5798,56,3,162,64,77,95,4,24
5799,55,2,148,63,85,99,4,29
5800,59,5,157,57,71,97,5,23
5801,54,3,161,59,73,91,5,22
5802,58,4,151,56,74,95,2,24
5803,59,5,153,56,75,96,4,24
5804,57,3,154,48,65,88,5,20
5805,54,3,170,63,77,94,4,22
5806,57,1,152,54,74,92,4,23
5807,51,2,151,59,78,99,5,26
5808,59,5,152,64,83,100,3,28
5809,61,1,155,51,73,89,1,21
5810,60,1,154,76,104,104,1,32
5811,59,2,157,58,83,91,5,23
5812,61,1,150,55,81,94,2,25
5813,60,5,158,72,87,103,5,29
5814,64,1,154,56,77,94,2,24
5815,62,2,161,58,74,94,4,22
5816,61,2,154,67,82,104,5,28
5817,61,3,154,48,70,91,4,20
5818,60,2,154,45,73,86,5,19
5819,61,2,156,62,81,95,5,25
5820,68,1,154,60,81,93,1,25
5821,66,1,156,61,86,97,5,25
5822,66,2,158,63,87,96,3,25
5823,64,1,157,53,73,92,6,22
5824,65,1,147,61,81,99,2,29
5825,65,3,142,52,87,95,5,26
5826,67,3,150,67,84,105,2,30
5827,67,5,166,69,87,100,4,25
5828,67,1,147,52,75,94,2,24
5829,67,5,159,77,89,104,4,30
5830,41,3,154,49,65,88,3,21
5831,41,3,161,74,84,101,3,29
5832,43,3,165,56,63,91,1,21
5833,41,2,152,50,62,88,3,21
5834,40,3,151,59,88,95,5,26
5835,41,3,155,59,87,97,5,25
5836,40,3,149,58,89,98,5,26
5837,43,3,155,64,88,105,5,27
5838,39,4,168,56,75,90,4,20
5839,41,5,154,52,84,91,6,21
5840,40,3,157,58,85,97,6,24
5841,40,3,151,47,80,90,7,21
5842,41,3,165,60,89,96,5,22
5843,40,5,153,48,76,88,7,21
5844,40,3,152,50,89,93,3,22
5845,40,3,155,57,92,96,5,24
5846,42,3,162,60,72,99,3,23
5847,42,5,157,52,64,88,6,21
5848,44,2,160,85,94,110,3,33
5849,40,3,155,61,74,93,6,25
5850,41,5,155,61,79,97,2,26
5851,41,2,135,55,73,95,3,30
5852,44,3,164,71,82,99,5,26
5853,41,3,152,58,73,96,5,25
5854,43,3,151,66,85,100,5,29
5855,44,3,168,61,73,97,5,22
5856,42,2,154,55,70,94,5,23
5857,41,3,151,61,75,97,4,27
5858,41,3,157,47,70,90,5,19
5859,44,3,146,51,73,93,5,24
5860,43,2,150,56,70,95,4,25
5861,48,3,150,51,87,93,4,23
5862,45,3,152,60,97,97,4,26
5863,47,3,156,62,93,97,4,25
5864,47,3,162,57,73,91,5,22
5865,44,2,150,48,87,91,4,22
5866,47,3,156,62,81,95,7,25
5867,45,3,157,56,87,91,5,23
5868,44,3,157,65,93,97,5,27
5869,45,3,151,45,62,85,3,20
5870,45,1,158,82,95,107,3,32
5871,49,3,155,55,76,93,3,23
5872,45,2,150,48,68,91,5,21
5873,45,3,158,61,80,92,5,24
5874,43,2,155,63,76,99,6,26
5875,42,3,157,58,71,93,3,23
5876,52,3,153,63,75,99,5,27
5877,44,3,155,48,67,87,6,20
5878,46,3,158,62,74,96,5,25
5879,44,1,149,64,81,99,5,29
5880,42,3,158,57,68,95,6,23
5881,43,2,159,65,76,104,7,26
5882,44,3,168,59,72,96,4,21
5883,41,2,159,64,77,99,5,25
5884,43,1,159,44,60,88,2,17
5885,42,5,149,47,64,88,7,21
5886,44,5,158,70,77,100,8,27
5887,40,3,156,50,67,85,5,21
5888,41,3,162,60,72,95,6,23
5889,45,5,156,62,76,99,6,26
5890,45,3,164,60,70,97,5,23
5891,45,5,157,60,76,100,8,24
5892,44,3,163,66,73,100,6,25
5893,52,3,155,57,95,95,5,24
5894,53,1,154,53,77,94,5,23
5895,50,2,150,63,89,101,7,28
5896,54,1,145,53,76,91,5,25
5897,53,1,153,50,68,91,3,21
5898,41,3,152,43,68,89,4,19
5899,44,3,159,64,76,101,7,26
5900,44,1,160,60,77,97,4,23
5901,49,2,156,66,81,98,5,27
5902,46,3,160,74,88,100,6,28
5903,46,4,156,63,78,98,5,26
5904,48,1,149,56,79,90,6,24
5905,49,3,146,60,81,95,3,28
5906,49,2,153,55,73,95,3,24
5907,49,1,154,61,77,94,1,26
5908,55,3,173,75,85,98,1,25
5909,45,4,152,61,76,101,5,27
5910,47,2,160,56,70,94,6,22
5911,46,3,153,60,72,100,5,26
5912,46,3,148,64,81,98,3,29
5913,44,3,158,59,71,99,6,24
5914,46,3,159,55,70,91,3,22
5915,46,3,150,55,70,94,3,24
5916,48,2,153,54,71,97,6,23
5917,46,2,156,63,79,101,3,26
5918,44,3,165,51,70,93,7,19
5919,53,2,161,62,74,97,5,24
5920,50,3,159,64,74,99,3,25
5921,51,3,153,71,89,102,2,31
5922,56,3,151,57,76,94,2,25
5923,55,1,151,55,87,88,5,24
5924,49,3,158,61,68,96,3,24
5925,51,2,161,56,73,95,5,22
5926,49,1,152,55,75,93,3,24
5927,52,3,148,41,59,84,5,19
5928,52,1,162,61,75,98,7,23
5929,52,2,161,65,76,98,5,25
5930,50,5,157,59,71,97,5,24
5931,50,1,144,52,85,95,5,25
5932,57,2,157,68,79,98,1,27
5933,58,1,161,55,75,95,2,22
5934,55,1,153,56,78,93,1,24
5935,57,2,152,67,83,100,3,29
5936,57,1,156,86,102,115,3,35
5937,58,1,150,59,79,98,3,26
5938,50,3,154,54,75,95,7,23
5939,50,2,150,52,73,92,6,24
5940,57,1,149,49,73,91,3,22
5941,59,1,153,42,65,87,2,18
5942,58,2,151,60,82,96,3,26
5943,62,1,151,63,84,97,4,28
5944,63,2,153,55,76,88,3,23
5945,56,1,148,60,80,96,2,28
5946,62,1,151,80,102,113,4,35
5947,61,1,141,37,62,85,3,19
5948,60,1,149,50,68,90,2,23
5949,61,1,155,64,87,101,3,27
5950,65,3,147,60,83,93,1,28
5951,62,3,160,53,75,95,6,20
5952,68,2,161,58,76,100,1,22
5953,65,4,154,63,80,99,2,27
5954,67,3,151,60,85,100,6,27
5955,65,1,157,71,91,106,3,29
5956,68,3,150,48,73,92,3,22
5957,59,2,156,60,89,97,7,24
5958,61,1,151,64,87,95,1,28
5959,61,2,152,64,84,99,3,28
5960,64,2,153,60,90,96,1,25
5961,69,1,152,60,85,94,3,26
5962,68,1,150,59,77,101,3,26
5963,64,1,152,61,76,102,2,26
5964,66,3,147,51,78,89,3,24
5965,65,1,156,63,88,93,1,26
5966,63,1,156,62,86,95,6,26
5967,69,3,155,59,78,95,1,25
5968,67,5,147,54,81,92,2,25
5969,41,2,156,56,70,89,3,23
5970,43,2,159,69,82,95,2,27
5971,43,3,151,70,76,99,6,30
5972,42,5,156,60,77,94,5,25
5973,40,3,153,50,62,88,6,21
5974,41,5,166,64,78,98,6,23
5975,40,3,164,63,75,97,6,23
5976,67,2,149,53,80,90,1,24
5977,42,3,154,54,70,92,5,23
5978,44,2,157,60,75,98,6,25
5979,41,3,153,53,66,89,5,23
5980,41,3,163,66,72,99,5,25
5981,41,3,161,72,76,103,4,28
5982,41,3,157,64,83,94,6,26
5983,46,2,160,61,70,97,7,24
5984,40,3,158,56,72,99,5,22
5985,47,1,147,55,78,96,2,25
5986,43,3,157,75,86,106,8,31
5987,44,3,151,53,72,95,5,24
5988,42,5,162,65,75,99,6,25
5989,44,3,151,56,73,95,3,25
5990,42,5,143,54,71,94,4,26
5991,42,3,162,62,78,96,5,24
5992,40,3,158,50,63,87,4,20
5993,40,4,160,75,83,104,5,29
5994,41,3,150,57,76,98,6,26
5995,40,3,156,56,68,92,5,23
5996,41,3,165,62,73,100,6,23
5997,44,2,157,56,68,96,5,23
5998,41,4,162,66,78,102,5,25
5999,43,3,158,53,67,92,7,21
6000,43,3,159,72,85,103,5,29
6001,44,3,151,51,73,93,6,23
6002,40,4,162,66,76,97,7,25
6003,40,3,163,60,89,95,3,23
6004,40,3,156,53,85,87,5,22
6005,40,3,157,77,105,106,4,31
6006,41,4,165,51,73,89,4,19
6007,40,3,157,64,92,102,6,26
6008,40,5,159,50,79,86,5,20
6009,44,5,149,51,71,91,5,23
6010,43,5,164,59,78,93,6,22
6011,44,2,153,50,83,93,3,22
6012,39,5,156,54,67,91,6,22
6013,40,5,153,59,75,93,5,25
6014,43,3,150,61,75,93,7,27
6015,44,3,151,64,80,94,5,28
6016,42,3,158,58,72,91,6,23
6017,43,3,149,59,81,99,5,27
6018,46,3,152,59,76,96,3,25
6019,43,4,155,44,65,84,6,18
6020,47,3,151,59,73,94,2,26
6021,42,5,158,54,68,94,5,22
6022,44,3,154,61,79,100,8,27
6023,42,2,155,51,71,95,4,22
6024,47,3,152,57,72,92,5,24
6025,43,3,154,52,72,92,5,22
6026,46,2,153,58,74,96,3,25
6027,45,3,159,59,88,95,5,23
6028,46,3,155,54,72,92,7,22
6029,48,5,152,55,78,95,6,24
6030,46,5,155,50,68,88,5,21
6031,45,3,157,55,75,94,4,22
6032,43,1,153,62,73,97,4,26
6033,47,4,153,65,83,100,5,28
6034,46,2,161,66,86,97,1,25
6035,46,2,154,61,77,97,1,26
6036,46,3,154,62,83,100,3,27
6037,46,5,153,56,71,91,6,24
6038,47,2,151,61,77,95,5,27
6039,48,1,155,60,75,95,3,25
6040,44,3,155,58,80,92,7,24
6041,53,2,148,55,78,96,1,25
6042,54,6,153,50,65,89,1,21
6043,52,5,148,53,73,92,2,24
6044,53,2,152,60,78,97,1,26
6045,54,3,157,59,70,96,4,24
6046,53,5,152,64,85,96,5,28
6047,54,3,158,50,65,90,5,21
6048,46,1,157,68,87,98,5,27
6049,53,3,157,59,75,94,5,24
6050,50,5,155,57,79,98,7,25
6051,53,3,152,47,64,87,5,20
6052,50,3,145,52,92,96,5,25
6053,52,3,155,54,75,90,4,22
6054,52,3,155,58,75,92,4,24
6055,53,3,162,65,81,96,6,25
6056,49,1,162,53,66,89,3,20
6057,53,3,152,47,64,88,5,20
6058,57,3,157,61,75,95,6,25
6059,56,3,157,63,75,98,7,26
6060,55,1,161,51,68,91,4,20
6061,56,1,154,53,70,91,6,22
6062,56,3,160,58,71,94,5,23
6063,55,1,158,74,94,110,7,30
6064,56,3,152,61,84,95,5,27
6065,56,3,151,67,81,102,5,29
6066,55,3,151,51,70,94,3,22
6067,57,3,156,70,91,104,4,29
6068,54,2,154,62,76,100,8,26
6069,55,5,149,65,81,103,2,29
6070,50,2,153,55,71,92,5,23
6071,59,1,141,55,83,96,6,27
6072,57,2,150,61,83,99,3,27
6073,61,2,157,66,85,101,2,27
6074,59,2,156,62,83,94,4,25
6075,64,3,152,70,94,100,7,31
6076,58,3,163,68,95,95,3,25
6077,56,2,148,49,79,88,2,23
6078,57,2,154,60,78,93,2,25
6079,58,1,159,61,83,97,1,24
6080,57,1,155,58,86,93,3,24
6081,58,3,155,69,85,101,3,29
6082,55,1,154,59,77,91,4,25
6083,61,3,160,66,77,97,3,26
6084,64,2,150,62,86,96,3,28
6085,64,5,151,59,86,94,1,26
6086,62,2,148,59,75,93,1,27
6087,59,1,146,54,75,94,2,25
6088,64,5,152,49,68,91,4,22
6089,61,2,159,74,83,102,3,29
6090,63,2,154,45,65,85,4,19
6091,61,1,163,59,74,95,2,22
6092,59,1,144,57,78,98,1,28
6093,65,2,143,48,79,90,1,24
6094,65,1,138,50,88,87,1,26
6095,65,1,156,60,80,97,2,25
6096,67,4,153,55,75,94,1,24
6097,68,1,151,68,91,105,2,30
6098,69,1,157,59,83,96,5,24
6099,67,1,157,61,85,93,2,25
6100,42,3,146,68,89,99,2,32
6101,42,3,157,58,70,96,4,23
6102,48,3,157,59,73,92,5,24
6103,40,3,166,73,80,103,3,26
6104,40,1,151,68,79,98,5,30
6105,41,3,155,55,71,95,7,23
6106,64,3,156,65,87,89,4,27
6107,61,2,150,50,74,91,3,22
6108,62,2,149,58,83,97,3,26
6109,66,1,152,66,87,95,5,29
6110,60,1,150,51,72,91,2,22
6111,65,1,150,59,88,97,2,26
6112,66,2,155,69,89,98,2,29
6113,63,1,152,47,76,86,4,20
6114,65,1,156,68,90,101,2,28
6115,64,1,152,71,96,106,1,31
6116,63,1,150,64,88,97,3,28
6117,64,2,150,56,77,96,6,25
6118,65,3,162,75,96,102,1,28
6119,67,1,156,58,75,96,3,24
6120,44,3,152,46,68,86,5,20
6121,42,5,154,49,60,85,5,20
6122,45,3,154,69,82,94,5,29
6123,42,3,162,47,65,90,5,19
6124,41,5,167,59,74,97,6,21
6125,44,3,150,68,83,99,5,30
6126,43,3,156,50,65,88,7,21
6127,47,2,150,55,75,92,8,24
6128,45,3,151,62,80,97,5,27
6129,46,2,159,59,70,94,5,23
6130,40,3,151,60,80,94,4,27
6131,42,2,157,49,71,93,2,20
6132,43,3,162,70,78,103,6,27
6133,41,3,165,60,73,99,6,22
6134,41,3,154,60,77,96,6,25
6135,41,3,148,70,86,104,3,32
6136,41,2,152,55,74,96,4,24
6137,41,2,160,51,66,93,7,20
6138,41,2,154,59,74,94,3,25
6139,42,4,162,64,75,98,4,24
6140,40,2,155,53,71,92,7,22
6141,40,5,154,62,80,100,6,26
6142,40,3,164,55,73,90,8,20
6143,49,6,154,55,73,94,3,23
6144,46,2,152,59,77,95,2,26
6145,41,3,159,57,79,90,3,23
6146,44,3,158,71,94,98,4,29
6147,41,3,152,52,72,90,5,23
6148,42,3,159,65,79,96,5,26
6149,40,6,153,66,84,98,7,29
6150,44,3,149,45,60,86,7,20
6151,42,3,163,72,81,100,6,27
6152,46,4,154,50,75,89,5,21
6153,49,3,163,63,77,98,6,24
6154,43,1,163,80,86,107,4,30
6155,45,5,159,62,76,95,6,25
6156,45,3,153,53,72,92,5,23
6157,49,5,154,76,88,103,4,32
6158,46,3,154,48,65,86,6,20
6159,46,2,155,51,70,92,5,21
6160,48,2,158,80,89,106,4,32
6161,48,3,157,62,79,98,7,25
6162,48,3,164,59,73,95,6,22
6163,47,3,165,56,71,99,5,21
6164,47,1,151,49,70,89,3,22
6165,47,3,154,49,62,89,5,21
6166,46,2,167,61,73,94,4,22
6167,44,3,162,59,71,97,5,22
6168,49,3,162,63,76,98,6,24
6169,51,3,164,66,77,97,5,24
6170,49,2,160,52,65,92,8,20
6171,51,5,154,51,73,91,5,22
6172,50,1,154,60,72,100,8,26
6173,50,2,156,58,73,93,6,24
6174,50,3,153,50,87,91,5,22
6175,53,3,156,69,82,97,6,28
6176,53,3,155,62,82,99,5,26
6177,45,3,158,54,89,92,5,22
6178,43,3,160,51,65,90,4,20
6179,46,5,153,56,73,93,5,24
6180,48,2,153,49,71,90,2,21
6181,47,3,154,59,82,94,5,25
6182,46,3,165,56,68,93,7,20
6183,53,2,169,76,90,98,5,27
6184,54,1,160,58,79,98,4,23
6185,50,3,160,61,74,99,6,24
6186,55,2,156,61,79,97,5,25
6187,53,3,152,65,82,101,4,29
6188,58,1,155,66,83,101,2,27
6189,55,2,148,45,69,85,3,21
6190,55,3,161,63,77,97,5,25
6191,54,3,156,74,87,106,6,31
6192,53,3,160,54,68,92,6,21
6193,55,3,157,50,71,91,4,20
6194,53,1,153,57,77,98,3,24
6195,56,2,149,57,82,96,8,26
6196,56,1,155,57,79,97,7,24
6197,63,1,152,48,71,90,3,21
6198,63,1,157,77,94,110,1,31
6199,62,1,158,54,77,91,2,22
6200,60,1,151,68,86,103,1,29
6201,62,3,154,57,75,93,4,24
6202,50,2,158,59,93,96,3,24
6203,51,2,156,60,92,95,2,25
6204,52,1,153,62,81,96,5,27
6205,62,3,167,66,81,94,5,24
6206,52,1,152,60,80,98,3,26
6207,50,2,144,50,73,88,6,24
6208,60,1,152,53,72,93,5,23
6209,67,2,145,45,70,86,4,21
6210,68,1,158,64,89,101,1,26
6211,67,1,147,49,79,91,1,23
6212,40,3,152,62,76,96,4,27
6213,44,5,156,56,79,90,7,23
6214,40,2,157,66,79,98,5,27
6215,41,3,158,70,80,100,5,28
6216,41,6,151,70,95,102,4,30
6217,42,2,153,58,77,94,6,24
6218,40,1,154,54,66,94,2,23
6219,40,3,155,48,67,88,4,20
6220,44,3,160,59,71,93,4,23
6221,40,3,158,62,77,95,5,25
6222,49,1,156,50,64,88,6,21
6223,43,3,161,59,75,91,5,23
6224,40,2,155,51,66,92,5,21
6225,43,2,150,64,78,100,5,28
6226,42,3,152,60,79,94,6,26
6227,40,3,163,62,73,98,5,24
6228,41,3,155,57,74,93,5,24
6229,42,4,157,90,88,111,3,37
6230,42,4,167,62,72,95,5,22
6231,42,3,154,54,71,93,5,22
6232,45,2,163,62,72,98,4,24
6233,42,5,156,52,68,94,5,22
6234,46,2,157,73,82,100,2,29
6235,48,3,156,50,72,91,3,21
6236,47,3,158,57,75,93,6,23
6237,44,3,158,62,76,100,7,25
6238,47,1,150,60,82,92,3,27
6239,47,2,145,45,68,89,3,22
6240,46,3,150,57,74,95,7,25
6241,48,2,149,58,75,98,6,26
6242,48,3,156,75,85,105,3,30
6243,54,1,152,59,80,90,1,26
6244,54,1,150,56,78,91,5,25
6245,51,3,147,59,79,95,1,27
6246,51,1,144,63,88,95,4,30
6247,50,2,160,64,84,95,5,25
6248,45,2,153,59,75,96,4,25
6249,58,1,145,56,78,91,2,27
6250,57,2,148,67,90,100,1,30
6251,59,1,151,68,89,103,2,30
6252,56,1,148,63,85,97,2,29
6253,58,3,156,63,85,97,1,26
6254,57,1,155,64,80,97,2,27
6255,57,1,160,59,83,95,3,23
6256,58,3,166,67,78,96,4,25
6257,60,1,155,51,71,90,3,21
6258,64,1,149,63,89,95,1,28
6259,54,1,155,59,76,93,2,25
6260,57,2,147,66,80,100,3,30
6261,63,1,140,59,82,96,2,30
6262,62,1,140,40,67,83,1,21
6263,61,1,164,66,79,96,1,25
6264,61,1,139,48,75,91,6,25
6265,65,1,148,58,75,96,1,27
6266,66,1,157,56,74,95,1,23
6267,48,1,149,59,80,98,4,26
6268,65,3,156,54,81,94,6,22
6269,66,2,151,44,65,87,1,20
6270,69,1,143,60,96,98,5,30
6271,67,1,141,50,76,91,5,25
6272,69,2,145,55,78,99,2,26
6273,41,3,151,48,66,89,5,21
6274,41,3,155,62,74,98,6,26
6275,41,3,153,50,68,93,4,22
6276,40,3,161,67,78,97,4,26
6277,40,2,157,56,73,96,3,23
6278,43,3,152,51,70,88,5,23
6279,42,3,153,65,78,98,7,28
6280,44,1,151,61,76,97,5,27
6281,44,2,160,74,89,101,4,29
6282,44,3,149,60,75,95,3,27
6283,43,1,151,67,84,97,5,29
6284,41,3,167,65,78,94,5,23
6285,61,1,145,56,81,91,1,27
6286,62,1,160,74,85,101,4,29
6287,64,1,149,54,81,95,1,25
6288,64,3,149,51,78,90,1,23
6289,43,2,155,64,76,99,5,26
6290,41,2,157,62,70,96,8,25
6291,40,3,154,57,70,95,5,24
6292,43,3,157,60,71,95,5,24
6293,44,2,156,52,68,90,3,22
6294,43,3,164,72,81,98,3,27
6295,43,3,157,66,82,94,7,27
6296,41,3,169,69,77,99,3,24
6297,43,3,157,65,76,95,4,26
6298,41,3,161,63,77,96,6,25
6299,41,5,159,56,64,92,6,22
6300,40,3,156,60,78,93,5,25
6301,43,4,154,52,68,94,3,23
6302,41,5,157,58,68,96,3,24
6303,43,3,153,50,66,87,5,21
6304,68,2,157,59,81,95,1,25
6305,69,1,154,51,80,91,1,21
6306,40,3,163,72,81,104,6,27
6307,43,3,163,62,75,94,7,23
6308,43,3,158,65,77,106,5,26
6309,44,3,161,62,69,99,8,24
6310,40,3,158,59,72,94,6,24
6311,40,4,166,93,100,115,1,34
6312,40,5,149,53,67,93,6,23
6313,40,3,158,58,69,94,3,23
6314,45,3,150,55,69,93,5,24
6315,41,3,159,81,94,108,5,32
6316,45,3,156,57,70,94,6,23
6317,41,2,157,61,80,95,7,25
6318,43,2,157,66,78,98,5,27
6319,41,3,155,60,73,98,3,25
6320,41,5,162,59,67,93,7,22
6321,40,5,156,50,66,93,6,20
6322,40,5,161,55,68,94,5,21
6323,44,2,151,52,71,92,4,24
6324,43,3,155,52,71,94,2,22
6325,43,2,159,56,69,96,5,22
6326,44,2,157,50,64,89,4,21
6327,40,5,157,51,70,90,4,21
6328,40,3,157,50,67,90,6,20
6329,43,3,158,57,74,96,3,23
6330,42,2,155,57,86,96,3,24
6331,41,3,160,61,90,96,5,24
6332,44,1,144,45,68,84,3,22
6333,43,4,157,63,79,94,6,26
6334,43,3,165,53,68,90,5,19
6335,41,3,159,50,63,89,3,20
6336,42,1,151,63,77,100,4,28
6337,42,1,148,53,71,92,4,24
6338,44,3,155,58,75,94,7,24
6339,43,2,152,52,67,92,5,23
6340,40,6,159,59,70,94,6,23
6341,40,3,150,52,71,89,3,23
6342,41,3,159,52,67,92,5,21
6343,50,3,155,69,79,104,6,29
6344,45,4,160,62,71,98,7,25
6345,45,3,162,63,75,96,7,24
6346,46,3,155,57,77,93,5,24
6347,46,3,161,62,90,99,3,24
6348,43,4,154,54,88,88,6,23
6349,46,2,162,58,95,91,5,23
6350,46,1,151,61,80,97,2,27
6351,46,3,152,52,72,91,4,22
6352,44,3,149,65,84,100,5,29
6353,44,5,162,54,69,90,4,21
6354,45,2,146,45,68,85,5,20
6355,48,3,155,63,76,96,5,26
6356,45,2,154,51,69,92,2,22
6357,47,3,159,67,79,96,4,26
6358,44,3,161,53,72,93,5,21
6359,46,3,156,60,79,97,4,25
6360,46,3,152,61,84,97,5,27
6361,47,1,153,56,69,94,4,24
6362,46,5,160,45,61,88,5,18
6363,47,3,154,77,92,103,5,32
6364,48,3,141,57,81,93,6,29
6365,48,1,154,45,67,85,3,19
6366,46,4,154,57,72,88,5,24
6367,45,3,154,66,83,98,8,27
6368,45,3,165,70,80,101,6,26
6369,53,3,159,71,88,96,3,28
6370,50,2,155,72,87,103,3,30
6371,53,2,152,62,81,95,4,27
6372,54,1,160,71,91,102,3,28
6373,53,1,153,72,91,106,3,31
6374,55,2,155,74,93,108,5,31
6375,53,3,148,49,69,90,7,23
6376,52,1,145,60,81,95,2,28
6377,48,3,160,50,69,91,5,20
6378,45,3,157,66,84,100,8,27
6379,45,3,156,52,68,95,8,22
6380,48,1,152,53,78,89,3,23
6381,49,3,155,62,78,99,7,26
6382,49,3,156,61,81,95,7,25
6383,46,1,153,64,77,97,1,27
6384,47,2,160,54,70,93,5,21
6385,44,2,150,64,80,100,5,29
6386,46,3,153,58,72,97,5,25
6387,47,2,156,65,84,101,7,27
6388,53,3,155,70,83,105,4,29
6389,53,2,156,58,76,95,1,24
6390,50,3,152,58,77,90,3,25
6391,51,2,156,66,82,96,5,27
6392,54,1,153,57,80,101,5,25
6393,49,3,150,50,69,88,5,22
6394,40,3,156,57,78,98,7,23
6395,54,1,158,71,88,104,2,28
6396,54,2,151,55,72,92,4,24
6397,52,1,153,60,76,97,3,26
6398,56,1,150,56,82,93,2,25
6399,56,1,165,79,98,101,1,28
6400,56,2,152,74,91,109,8,32
6401,55,3,147,59,76,94,2,26
6402,55,1,151,55,79,97,6,24
6403,53,1,144,50,75,94,4,24
6404,63,2,157,54,77,93,2,22
6405,60,3,156,65,87,102,2,27
6406,64,2,159,55,74,95,5,22
6407,64,1,150,53,79,92,1,24
6408,62,2,150,71,97,105,1,32
6409,64,1,154,46,75,91,1,20
6410,61,1,160,55,75,94,5,21
6411,62,1,151,52,79,91,3,23
6412,63,2,154,68,90,104,1,29
6413,55,1,157,54,69,95,2,22
6414,58,2,158,59,96,92,3,23
6415,58,1,158,62,79,92,5,25
6416,58,1,155,59,88,95,6,25
6417,56,2,156,56,79,92,1,23
6418,58,2,155,44,62,86,8,18
6419,57,1,152,66,90,103,4,29
6420,58,1,163,61,83,93,5,23
6421,55,2,158,60,82,96,1,25
6422,63,1,152,45,74,87,1,20
6423,64,3,151,71,89,106,3,31
6424,62,1,160,59,78,97,1,23
6425,60,1,141,48,81,94,3,24
6426,63,1,158,66,88,100,1,27
6427,62,1,157,81,99,112,1,33
6428,63,1,149,51,80,88,3,23
6429,61,2,149,62,87,98,3,28
6430,64,1,144,56,85,97,2,27
6431,64,1,153,61,79,96,6,26
6432,65,2,155,57,76,93,1,24
6433,68,1,152,67,87,99,2,29
6434,44,5,156,83,104,116,6,34
6435,65,5,160,80,98,108,2,32
6436,66,1,150,56,80,93,4,25
6437,60,3,162,83,91,113,3,31
6438,64,2,156,71,95,101,1,29
6439,66,1,144,67,93,103,4,32
6440,69,1,155,60,77,96,5,25
6441,65,1,165,65,81,97,1,24
6442,66,3,151,67,89,101,5,29
6443,40,3,158,72,84,105,4,29
6444,41,3,154,50,67,90,4,21
6445,41,2,164,75,81,102,5,28
6446,43,2,166,70,81,100,4,25
6447,42,2,157,62,72,96,2,25
6448,43,3,150,53,69,94,5,24
6449,45,3,152,50,73,90,6,22
6450,67,1,148,47,72,90,2,22
6451,65,1,153,58,77,94,1,25
6452,69,1,152,66,90,103,1,29
6453,68,1,149,66,85,100,1,29
6454,64,2,158,51,72,90,3,20
6455,65,1,158,62,84,98,3,25
6456,67,1,158,64,85,97,2,26
6457,44,3,160,58,71,94,5,22
6458,43,3,155,62,79,99,5,26
6459,41,1,149,57,77,96,5,26
6460,41,3,160,66,74,99,2,26
6461,40,3,162,59,70,95,6,23
6462,46,2,161,75,89,104,3,29
6463,41,2,154,65,79,100,6,27
6464,43,3,158,66,75,98,5,26
6465,42,2,150,46,66,87,1,21
6466,42,4,163,51,61,87,8,19
6467,42,3,151,65,92,102,3,28
6468,43,3,152,50,66,92,5,22
6469,42,3,152,56,75,92,6,24
6470,42,5,168,73,79,97,6,26
6471,40,3,154,45,67,87,4,19
6472,40,2,157,57,72,99,6,23
6473,57,3,166,58,80,92,5,21
6474,42,2,157,80,94,109,5,33
6475,43,2,151,55,68,92,5,24
6476,44,5,151,52,68,92,4,23
6477,42,3,158,45,64,87,3,18
6478,45,2,151,58,74,100,4,25
6479,41,3,162,61,72,95,6,24
6480,40,2,156,66,89,96,3,27
6481,42,3,160,55,72,88,5,21
6482,42,3,155,53,66,91,4,21
6483,42,2,160,56,71,93,4,22
6484,40,5,161,54,67,89,1,21
6485,39,1,153,55,70,93,3,24
6486,46,1,149,56,75,95,3,25
6487,42,2,156,55,75,92,4,23
6488,47,3,148,44,62,87,4,20
6489,40,2,151,62,76,98,6,27
6490,42,3,160,55,69,93,5,21
6491,44,3,158,53,68,93,6,21
6492,42,2,153,46,70,89,5,20
6493,45,2,159,60,78,97,3,24
6494,45,2,140,43,68,88,2,21
6495,44,5,170,77,99,107,5,27
6496,47,5,158,62,93,101,4,25
6497,45,3,150,61,86,97,5,27
6498,47,3,151,56,78,92,2,25
6499,49,1,152,60,77,95,3,26
6500,45,3,161,65,75,98,6,25
6501,46,3,157,55,66,94,7,22
6502,47,2,150,66,82,97,6,29
6503,45,3,159,57,69,94,4,22
